131900065;0;1;106;0;2;119;1;14;0;0;1;29;18;42;1;5;3;0;17;0;0;0;0;0
131900066;5;0;109;0;1;104;2;33;1;1;7;25;26;48;1;0;6;5;39;0;0;0;0;0
131900067;6;0;112;2;0;122;6;52;1;0;5;36;48;44;2;1;0;1;32;1;0;0;0;0
131900068;1;1;124;1;1;136;0;27;1;0;4;33;26;48;4;0;3;3;34;0;0;0;0;0
131900069;9;2;123;0;1;124;4;35;1;1;4;24;22;50;0;0;1;1;32;0;0;0;0;0
131900070;0;1;107;1;0;64;0;17;2;1;4;24;16;35;2;0;1;0;21;0;0;0;0;0
131900071;1;1;126;0;1;78;2;26;0;0;2;18;18;32;0;0;7;2;27;0;0;0;0;0
131900072;4;0;62;1;0;94;0;13;0;6;1;15;16;43;1;0;19;1;67;0;1;0;0;0
131900073;2;0;70;0;0;103;0;20;0;3;3;14;9;30;1;0;8;0;69;1;0;0;0;0
131900074;5;1;86;0;0;79;4;20;1;0;5;2;13;42;1;0;0;2;40;0;0;0;0;0
131900075;2;0;132;0;0;110;0;30;1;0;2;18;24;38;3;1;4;1;53;0;0;0;0;0
131900076;4;0;38;0;0;36;1;7;0;4;10;4;4;10;0;1;64;5;70;0;0;1;0;0
131900077;0;0;4;0;0;10;32;1;2;15;1;1;1;0;0;2;112;2;125;0;0;0;0;0
131900078;7;1;106;0;2;148;2;18;0;0;4;25;21;59;16;0;5;3;38;0;0;0;0;0
131900079;2;0;113;0;1;62;2;22;1;0;5;23;13;38;0;1;0;1;22;0;0;0;0;0
131900080;2;2;192;0;0;89;3;19;0;0;4;16;13;50;3;0;2;2;18;0;1;1;0;0
131900081;4;0;164;1;1;113;2;38;0;3;3;24;32;27;1;1;1;1;34;0;0;0;0;0
131900082;7;0;69;2;1;61;0;10;1;0;1;21;18;28;0;0;2;0;23;0;0;0;0;0
131900083;0;0;15;1;0;4;3;1;0;42;1;6;0;0;2;0;72;0;169;1;0;0;0;0
131900084;0;0;6;0;0;6;19;3;1;10;1;0;0;0;0;2;138;2;41;0;0;0;0;0
131900085;0;1;21;1;0;3;3;4;1;33;0;4;2;0;0;4;58;4;174;1;0;1;0;0
131900086;0;1;8;0;0;3;36;1;0;9;8;9;5;0;0;3;182;2;68;0;0;0;0;0
131900087;0;0;10;0;0;8;0;3;0;1;0;3;0;5;0;0;3;0;3;0;0;0;0;0
131900089;0;0;39;1;0;2;0;1;0;17;1;1;3;0;0;0;1;0;2;0;1;0;0;0
131900151;13;2;169;0;0;15;0;2;1;0;0;1;4;5;0;0;73;1;19;1;0;0;0;0
131900152;1;0;147;2;0;15;1;6;1;17;0;15;2;14;2;4;3;3;167;1;0;1;0;0
131900153;1;0;130;0;1;51;0;6;0;7;2;19;8;13;2;2;1;3;12;1;0;0;0;0
131900154;0;0;59;0;0;27;0;2;0;16;0;22;0;0;0;0;2;0;8;0;0;0;0;0
131900155;0;0;132;1;0;95;4;10;0;1;21;13;18;12;2;1;1;1;15;0;0;0;0;0
131900156;1;0;55;0;0;121;0;3;1;30;1;5;2;3;1;1;0;0;49;0;0;0;0;0
131900157;1;2;264;0;1;71;2;11;2;3;5;15;10;6;2;4;0;4;29;0;0;0;0;0
131900158;0;0;81;1;0;74;0;4;1;14;1;14;3;8;0;1;0;0;13;1;0;0;0;0
131900159;3;1;197;0;0;84;0;13;0;15;4;131;6;62;0;0;2;0;21;0;0;0;0;0
131900160;2;1;196;0;1;101;1;17;1;2;1;78;18;38;0;4;2;2;6;0;0;0;0;0
131900161;0;0;63;0;0;106;3;10;2;2;2;24;1;0;5;0;1;0;18;2;0;0;0;0
131900162;1;0;25;0;0;62;1;1;0;148;3;1;5;1;0;0;0;3;5;0;0;1;0;0
131900163;6;2;183;0;1;80;0;13;1;3;0;49;6;35;27;0;2;0;28;0;0;0;0;0
131900164;6;5;196;1;0;121;3;9;1;15;13;19;13;28;2;0;4;4;35;0;0;1;0;0
131900165;4;0;128;0;0;55;2;14;2;52;6;25;7;23;1;2;18;5;148;1;0;0;0;0
131900166;4;0;128;0;0;130;1;6;0;17;2;29;9;14;0;1;5;1;18;0;0;0;0;0
131900167;1;1;109;0;0;109;4;10;1;0;1;19;14;17;4;0;4;0;26;0;1;0;0;0
131900168;4;0;83;1;2;134;2;2;1;4;3;64;4;5;0;2;4;1;87;1;1;0;0;0
131900169;4;1;131;0;1;92;0;24;2;1;2;60;20;19;3;1;1;0;18;0;1;1;0;0
131900170;3;0;137;0;2;131;0;13;1;1;2;57;11;15;2;1;4;0;43;1;1;0;0;0
131900171;0;0;70;0;0;49;2;3;0;5;1;17;4;4;3;1;1;0;3;0;0;0;0;0
131900172;3;1;127;1;0;101;1;8;2;0;4;29;9;28;6;0;2;0;24;0;0;0;0;0
131900173;0;1;136;0;0;99;0;6;1;1;2;19;5;35;0;1;2;0;24;0;2;0;0;0
