key,clicks,impressions,ctr,position
"""2014bg16rfop002""",0.0,108.0,0.0,8.68
ппдб,0.0,90.0,0.0,63.67
митя димитров,0.0,88.0,0.0,8.99
светла коджабашева,0.0,81.0,0.0,10.54
zhan videnov,0.0,80.0,0.0,10.43
илия иванов георгиев,0.0,76.0,0.0,6.28
николай тодоров мелемов,0.0,72.0,0.0,9.67
филип маринов станев,0.0,65.0,0.0,10.4
кристина николаева петкова,0.0,64.0,0.0,10.23
ибрям алиев,0.0,61.0,0.0,9.26
иво милчев,0.0,60.0,0.0,6.25
избори перник,0.0,60.0,0.0,14.77
стилиана бобчева,0.0,57.0,0.0,19.47
ирина славчова асиова-диамант,0.0,56.0,0.0,7.88
танер кадир тюркоглу,0.0,56.0,0.0,9.04
"""2021bg16rfpr001""",0.0,55.0,0.0,4.69
momchil donev age or born or birthday,0.0,54.0,0.0,1.0
"""2014bg16rfop002"" ""contracted""",0.0,51.0,0.0,3.41
mitya dimitrov,0.0,51.0,0.0,6.14
светлозар чичиков,0.0,51.0,0.0,7.45
тинко василев,0.0,51.0,0.0,11.47
има такъв народ,0.0,47.0,0.0,29.23
георги манавски,0.0,44.0,0.0,13.82
местни избори,0.0,44.0,0.0,47.91
марио василев смърков,0.0,43.0,0.0,4.0
"""михайл петров""",0.0,43.0,0.0,7.95
стефан свиленов,0.0,41.0,0.0,8.66
местни избори 2023,0.0,41.0,0.0,55.15
пламен делев бургас,0.0,40.0,0.0,11.2
роберт стефанов,0.0,38.0,0.0,7.82
явор илиев хайтов,0.0,37.0,0.0,8.65
атанас петров костадинов.,0.0,37.0,0.0,10.14
катя христова стайкова,0.0,36.0,0.0,5.31
мариям сакъз,0.0,36.0,0.0,8.78
мария щерева белова,0.0,36.0,0.0,10.22
адвокат венцислав зашев,0.0,36.0,0.0,11.61
валерія герова,0.0,35.0,0.0,8.14
иван василев хиновски,0.0,35.0,0.0,9.51
малък извор,0.0,35.0,0.0,46.63
"""йовка атанасова тодорова"" ""съпруга""",0.0,34.0,0.0,7.38
петя божидарова димитрова итн,0.0,34.0,0.0,9.26
христо цветанов расташки,0.0,34.0,0.0,9.65
елена цонева,0.0,34.0,0.0,10.18
прою,0.0,33.0,0.0,3.64
илко пенков илиев,0.0,33.0,0.0,6.58
лото лешник,0.0,32.0,0.0,7.28
явор бориславов куюмджиев,0.0,32.0,0.0,10.38
021500021,0.0,31.0,0.0,8.03
мария златкова димитрова,0.0,31.0,0.0,8.71
samuil hristov,0.0,30.0,0.0,5.63
славчо симеонов,0.0,30.0,0.0,10.2
николай йотов,0.0,29.0,0.0,10.03
валентин алексиев,0.0,29.0,0.0,10.79
"""николай денков денков"" ""register.cacbg.bg/2024""",0.0,28.0,0.0,3.0
"47 средно училище ""христо груев данов""",0.0,28.0,0.0,3.21
фахредин молламехмед,0.0,28.0,0.0,5.71
цветослава петкова,0.0,28.0,0.0,8.07
брашно софия мел цена,0.0,28.0,0.0,40.04
парламентарни избори в българия,0.0,28.0,0.0,52.14
симеон димитров николов,0.0,27.0,0.0,4.26
петя харизанова,0.0,27.0,0.0,8.89
мюмюн али искендер,0.0,27.0,0.0,10.67
емине фикри гюлестан,0.0,27.0,0.0,10.78
пламена заячка,0.0,27.0,0.0,18.04
парламентарни избори българия,0.0,27.0,0.0,47.89
брашно цена,0.0,27.0,0.0,61.56
брашно за хляб,0.0,27.0,0.0,75.19
моника кирилова кюстендил,0.0,26.0,0.0,1.58
"""николай денков денков"" ""register.cacbg.bg/2025""",0.0,26.0,0.0,1.85
стайко минев стайков,0.0,26.0,0.0,4.58
emilia boyanova,0.0,26.0,0.0,7.08
ябленка трайкова,0.0,26.0,0.0,8.96
марин колев мм,0.0,26.0,0.0,9.5
брашно тип 500,0.0,26.0,0.0,78.5
гласуване в испания,0.0,25.0,0.0,5.72
тодор данаилов,0.0,25.0,0.0,8.68
ик тодор тодоров батков,0.0,25.0,0.0,10.28
теменужка петрова,0.0,25.0,0.0,14.6
"47 средно училище ""христо груев данов"", гр.софия",0.0,24.0,0.0,3.42
dragomir stefanov petrov,0.0,24.0,0.0,7.96
стойчо рабаджиев,0.0,24.0,0.0,8.71
надя петрова народен представител,0.0,24.0,0.0,9.0
здравко марков,0.0,24.0,0.0,13.38
данаил генев,0.0,24.0,0.0,16.58
кайлъшка ракия,0.0,24.0,0.0,42.58
сунгурларска ракия,0.0,24.0,0.0,45.29
избори 2024 българия,0.0,24.0,0.0,53.0
брашно софия мел,0.0,24.0,0.0,70.96
гълъб спасов донев,0.0,23.0,0.0,12.0
итн,0.0,23.0,0.0,30.35
николай йотов варна,0.0,22.0,0.0,9.23
ердинч ахмед,0.0,22.0,0.0,21.91
rumen radev net worth,0.0,21.0,0.0,4.52
даниел славеев парушев,0.0,21.0,0.0,4.86
даниела николова николова-кършева,0.0,21.0,0.0,5.33
алекбер исмет абил,0.0,21.0,0.0,7.52
избирателни секции в англия,0.0,21.0,0.0,7.62
надя йорданова петрова,0.0,21.0,0.0,8.05
мирослав недялков митков,0.0,21.0,0.0,9.24
емилия владова,0.0,21.0,0.0,9.29
добрин баджаков,0.0,21.0,0.0,10.48
чавдар йорданов,0.0,21.0,0.0,12.33
тодор софрониев,0.0,21.0,0.0,15.29
"""йовка атанасова тодорова"" ""съпруг""",0.0,20.0,0.0,5.35
живка такева-първанова,0.0,20.0,0.0,6.5
петър райчев стойчев,0.0,20.0,0.0,6.5
радослав стефанов беневрешки,0.0,20.0,0.0,6.85
милена николова недева,0.0,20.0,0.0,7.2
npisi,0.0,20.0,0.0,7.3
иван ангелов прогресивна българия,0.0,20.0,0.0,8.25
росица атанасова карамфилова – благова,0.0,20.0,0.0,11.2
пламен тачев,0.0,20.0,0.0,23.25
пп дб,0.0,20.0,0.0,39.6
брашно тип 400,0.0,20.0,0.0,58.75
ножаров,0.0,19.0,0.0,6.05
антонио сотиров,0.0,19.0,0.0,7.63
любомир инджев,0.0,19.0,0.0,10.11
ерджан себайтин ебатин,0.0,19.0,0.0,16.74
иван търпоманов,0.0,19.0,0.0,18.68
ерджан себайтин,0.0,19.0,0.0,24.21
кирил петков,0.0,19.0,0.0,29.74
site:electionsbg.com,0.0,19.0,0.0,37.84
поморийска ракия,0.0,19.0,0.0,47.32
данък върху доходите калкулатор,0.0,19.0,0.0,48.11
софия мел брашно,0.0,19.0,0.0,67.16
айдънджан,0.0,18.0,0.0,5.61
ася панджеров,0.0,18.0,0.0,5.61
явор атанасов,0.0,18.0,0.0,6.5
даниел димитров керемидчиев,0.0,18.0,0.0,6.61
"дг 175 сграда 2,ул. ""борис руменов (482-ра)"" №18",0.0,18.0,0.0,7.33
десислава митова,0.0,18.0,0.0,7.61
добри ковачев,0.0,18.0,0.0,9.39
марин михайлов тихомиров,0.0,18.0,0.0,9.44
иван караньотов,0.0,18.0,0.0,10.89
джем яменов,0.0,18.0,0.0,14.61
абил абил,0.0,18.0,0.0,15.39
гюнай хюсмен,0.0,18.0,0.0,18.61
възраждане,0.0,18.0,0.0,32.28
партия величие,0.0,18.0,0.0,52.39
недялко петков недялков,0.0,17.0,0.0,6.06
немечкин,0.0,17.0,0.0,8.18
момчил стефанов мавров,0.0,17.0,0.0,8.29
diyan kalaydzhiev,0.0,17.0,0.0,9.06
polina krasteva,0.0,17.0,0.0,10.12
даниела николова кършева,0.0,17.0,0.0,10.53
егемен сербест,0.0,17.0,0.0,12.88
радка орцева,0.0,17.0,0.0,13.24
браничево,0.0,17.0,0.0,39.88
горни дъбник,0.0,17.0,0.0,61.18
нихал юзерган,0.0,16.0,0.0,4.75
икбал мариянов,0.0,16.0,0.0,6.75
петя проданова,0.0,16.0,0.0,9.56
васил тодев,0.0,16.0,0.0,9.94
георг даниелов георгиев,0.0,16.0,0.0,12.19
цвятко николов,0.0,16.0,0.0,14.75
ламбрин сотиров,0.0,16.0,0.0,18.62
танер тюркоглу,0.0,16.0,0.0,19.69
пазарджик избори,0.0,16.0,0.0,71.06
десислава ивова трифонова,0.0,15.0,0.0,2.2
димитър бисеров петров,0.0,15.0,0.0,5.6
росен манасиев,0.0,15.0,0.0,5.6
панайот бориславов възраждане,0.0,15.0,0.0,7.0
cinan sadula,0.0,15.0,0.0,7.87
стела николаева илиева,0.0,15.0,0.0,8.2
ясен ангелов,0.0,15.0,0.0,9.33
александър камбов,0.0,15.0,0.0,9.4
красимир дончев меч,0.0,15.0,0.0,9.47
габриела живкова,0.0,15.0,0.0,10.07
емил руменов дечев,0.0,15.0,0.0,10.27
милко недялков,0.0,15.0,0.0,10.27
димитър джоргов,0.0,15.0,0.0,12.93
дружба избори,0.0,15.0,0.0,15.27
димо дренчев,0.0,15.0,0.0,17.07
кюлевча,0.0,15.0,0.0,55.2
"""николай денков денков"" ""register.cacbg.bg""",0.0,14.0,0.0,2.36
избирателни секции в италия 2026,0.0,14.0,0.0,5.86
стойчо томов,0.0,14.0,0.0,6.5
борислав димитров борисов,0.0,14.0,0.0,7.93
"""2014bg16rfop002"" ""annual implementation report""",0.0,14.0,0.0,8.07
юлиан георгиев димитров,0.0,14.0,0.0,8.07
недялко недялков йорданов,0.0,14.0,0.0,9.07
мирена гуглева иванова,0.0,14.0,0.0,9.5
милен колев трифонов,0.0,14.0,0.0,10.36
иво градев,0.0,14.0,0.0,10.57
катя стайкова,0.0,14.0,0.0,12.36
силвия тошкова христова,0.0,14.0,0.0,12.43
избори дружба,0.0,14.0,0.0,12.57
полина ташкова,0.0,14.0,0.0,17.21
мария сотирова,0.0,14.0,0.0,22.36
сияние,0.0,14.0,0.0,50.57
избори пазарджик,0.0,14.0,0.0,58.79
надежда колева-стойчева,0.0,13.0,0.0,3.46
мартен демирев,0.0,13.0,0.0,6.92
"""2014bg16rfop002"" ""priority axis 1"" ""eur""",0.0,13.0,0.0,7.15
атанас лозанов,0.0,13.0,0.0,8.0
радост кирилова,0.0,13.0,0.0,8.0
лучия добрева,0.0,13.0,0.0,8.77
петя терзийска,0.0,13.0,0.0,9.15
ася михайлова,0.0,13.0,0.0,9.23
тошко йорданов хаджитодоров,0.0,13.0,0.0,11.08
цончо томов ганев,0.0,13.0,0.0,11.08
захари борачев,0.0,13.0,0.0,13.85
христо гуцалски,0.0,13.0,0.0,17.08
бойко илиев рашков,0.0,13.0,0.0,18.69
методи борисов,0.0,13.0,0.0,27.54
парламентарни избори,0.0,13.0,0.0,45.15
zenaro,0.0,13.0,0.0,61.08
izbori bg,0.0,13.0,0.0,66.15
"""2014bg16rfop002"" ""paid""",0.0,12.0,0.0,4.67
nadya yordanova petrova,0.0,12.0,0.0,6.75
иво хаджииванов,0.0,12.0,0.0,7.0
къде да гласувам в милано,0.0,12.0,0.0,7.25
"""2014bg16rfop002"" ""annual implementation report"" pdf",0.0,12.0,0.0,7.58
емил беков,0.0,12.0,0.0,8.17
георги митов депутат,0.0,12.0,0.0,8.33
анна петкова илиева,0.0,12.0,0.0,8.75
марина ганева,0.0,12.0,0.0,8.75
гергана божкова пазарджик,0.0,12.0,0.0,9.42
айхан етем,0.0,12.0,0.0,9.58
онур гьочгелди,0.0,12.0,0.0,9.92
венцислав викторов,0.0,12.0,0.0,10.75
cik bg,0.0,12.0,0.0,10.83
васка милушева,0.0,12.0,0.0,10.83
росица йовчева,0.0,12.0,0.0,10.83
михаил дончев,0.0,12.0,0.0,11.08
моника кирилова,0.0,12.0,0.0,12.75
димитър григоров дпс,0.0,12.0,0.0,13.0
джипо джипов,0.0,12.0,0.0,29.75
кмет русе,0.0,12.0,0.0,39.58
избори българия 2024,0.0,12.0,0.0,48.75
sectii de votare in spania,0.0,12.0,0.0,55.17
калкулатор данък печалба,0.0,12.0,0.0,57.75
брашно 25 кг цена,0.0,12.0,0.0,57.83
избори 2024,0.0,12.0,0.0,86.08
stoyan yonkov kolev,0.0,11.0,0.0,1.73
момчил радичков,0.0,11.0,0.0,4.09
нихал фехмиева юзерган,0.0,11.0,0.0,5.91
светослав русинов,0.0,11.0,0.0,6.55
веселин генов,0.0,11.0,0.0,7.64
диян калайджиев,0.0,11.0,0.0,7.73
георги иванов петков,0.0,11.0,0.0,8.27
васил ананиев,0.0,11.0,0.0,9.0
перса-анна накова,0.0,11.0,0.0,9.18
петя божидарова,0.0,11.0,0.0,9.64
нели делкова карабахчиева,0.0,11.0,0.0,9.73
vasil tanev,0.0,11.0,0.0,10.18
дарин величков матов,0.0,11.0,0.0,10.18
калин божков,0.0,11.0,0.0,10.45
пламен тачев петров,0.0,11.0,0.0,10.64
марио киров,0.0,11.0,0.0,11.73
цветомила събинска,0.0,11.0,0.0,14.82
росица карамфилова-благова,0.0,11.0,0.0,20.73
маломир власов,0.0,11.0,0.0,22.18
кристиян достинов,0.0,11.0,0.0,24.36
меч,0.0,11.0,0.0,34.27
момчил терзийски,0.0,11.0,0.0,34.45
брашно за хлебопекарна,0.0,11.0,0.0,66.27
избори в българия,0.0,11.0,0.0,69.73
николай калчев,0.0,11.0,0.0,78.36
георги петров стоянов,0.0,10.0,0.0,4.7
ивайло желев,0.0,10.0,0.0,7.1
martina martinova,0.0,10.0,0.0,7.4
стефан свиленов свиленов,0.0,10.0,0.0,7.4
кога е роден георги кадиев,0.0,10.0,0.0,8.2
мария олева календерска,0.0,10.0,0.0,8.6
исмет узунов,0.0,10.0,0.0,8.8
надя петрова депутат,0.0,10.0,0.0,9.3
elena valerieva,0.0,10.0,0.0,10.9
васил йорданов георгиев,0.0,10.0,0.0,11.1
цветан огнянов,0.0,10.0,0.0,11.3
пламен белов варна,0.0,10.0,0.0,11.4
влади милчев,0.0,10.0,0.0,12.1
златомира карагеоргиева-мострова,0.0,10.0,0.0,15.9
пламен николаев абровски,0.0,10.0,0.0,17.8
красимир велчев,0.0,10.0,0.0,19.1
брашно,0.0,10.0,0.0,89.7
zhivka takeva-parvanova,0.0,9.0,0.0,4.11
даниела кършева,0.0,9.0,0.0,5.78
десислава николаева костова,0.0,9.0,0.0,6.78
георги венелинов георгиев,0.0,9.0,0.0,7.0
велислава петкова,0.0,9.0,0.0,7.44
валерия герова,0.0,9.0,0.0,7.56
михаил бойков,0.0,9.0,0.0,8.11
деляна пешева,0.0,9.0,0.0,8.33
мария луканова,0.0,9.0,0.0,8.67
маргарит мицев,0.0,9.0,0.0,8.78
николай благоев,0.0,9.0,0.0,9.56
тодор стаматов,0.0,9.0,0.0,9.67
ваньо тодоров,0.0,9.0,0.0,10.0
борислав гьошев,0.0,9.0,0.0,10.11
тихомир атанасов бургас,0.0,9.0,0.0,10.22
стоянка найденова,0.0,9.0,0.0,10.33
dinchar,0.0,9.0,0.0,10.67
stefan sofiyanski,0.0,9.0,0.0,10.89
димитър желязков стоянов,0.0,9.0,0.0,11.67
илиян пенев,0.0,9.0,0.0,12.22
александър романов узунов,0.0,9.0,0.0,13.44
румен кривицки,0.0,9.0,0.0,13.44
милен бончев,0.0,9.0,0.0,15.78
атанас зафиров,0.0,9.0,0.0,18.11
избори,0.0,9.0,0.0,26.78
димитър балев,0.0,9.0,0.0,30.78
владимир манолов,0.0,9.0,0.0,36.78
тихомир атанасов,0.0,9.0,0.0,41.44
апс,0.0,9.0,0.0,43.56
движение за права и свободи,0.0,9.0,0.0,45.67
momchil donev bulgaria,0.0,8.0,0.0,3.62
динево резултати,0.0,8.0,0.0,4.88
"""община сливен"" ""3.0 %"" ""данък при придобиване""",0.0,8.0,0.0,6.0
румен иванов янков,0.0,8.0,0.0,6.25
деница владимирова цветкова,0.0,8.0,0.0,6.75
избирателни секции в чужбина 2026 испания,0.0,8.0,0.0,7.25
"118 средно училище ""академик людмил стоянов"", гр.софия",0.0,8.0,0.0,7.38
захар джорджес,0.0,8.0,0.0,7.5
михаил велев,0.0,8.0,0.0,7.5
шъков венелин,0.0,8.0,0.0,7.5
pavel chernev,0.0,8.0,0.0,8.0
антъни пенев перник,0.0,8.0,0.0,8.0
веселин малинов пенев,0.0,8.0,0.0,8.0
даниел костадинов,0.0,8.0,0.0,8.38
кирил симеонов кирилов,0.0,8.0,0.0,8.38
салих аршински,0.0,8.0,0.0,8.38
велизар методиев,0.0,8.0,0.0,8.62
емил бояджийски,0.0,8.0,0.0,8.75
ивайло милушев,0.0,8.0,0.0,9.25
милена христова депутат,0.0,8.0,0.0,9.75
динко велев,0.0,8.0,0.0,9.88
ибрям алиев сливен,0.0,8.0,0.0,10.0
бойко младенов депутат,0.0,8.0,0.0,10.62
радост маринкова,0.0,8.0,0.0,12.88
ивайло валериев петров,0.0,8.0,0.0,13.0
добрин бяндов,0.0,8.0,0.0,15.0
тошко хаджитодоров,0.0,8.0,0.0,17.38
зафиров,0.0,8.0,0.0,18.38
йордан христов тодоров,0.0,8.0,0.0,20.62
партия златия,0.0,8.0,0.0,21.5
ивелин николов,0.0,8.0,0.0,21.62
kiril petkov,0.0,8.0,0.0,28.88
кузман илиев,0.0,8.0,0.0,28.88
калоян методиев,0.0,8.0,0.0,29.0
камен маринов,0.0,8.0,0.0,29.12
костадин тодоров костадинов,0.0,8.0,0.0,30.88
геомил георгиев,0.0,8.0,0.0,34.38
избори резултати,0.0,8.0,0.0,37.88
кмет бургас,0.0,8.0,0.0,74.38
мария генчева москова,0.0,7.0,0.0,3.86
надежда колева стойчева,0.0,7.0,0.0,3.86
мартин владимиров илиев,0.0,7.0,0.0,4.57
огняна рейзмунд,0.0,7.0,0.0,5.14
"93-то средно училище ""александър теодоров - балан"", гр.софия",0.0,7.0,0.0,5.29
деница красимирова иванова,0.0,7.0,0.0,6.29
румяна златинова янкова-аврамова,0.0,7.0,0.0,6.43
станислав николов хаджиев,0.0,7.0,0.0,6.43
здравко огнянов,0.0,7.0,0.0,6.86
перса анна накова,0.0,7.0,0.0,7.0
"""2014bg16rfop002"" ""technological development and innovation"" ""eur""",0.0,7.0,0.0,7.14
акб партия,0.0,7.0,0.0,7.14
антон ластарджиев,0.0,7.0,0.0,7.57
велислава николаева,0.0,7.0,0.0,7.71
мирослав радославов,0.0,7.0,0.0,7.71
"""2014bg16rfop002"" ""innovation and competitiveness""",0.0,7.0,0.0,7.86
катерина ряхова,0.0,7.0,0.0,8.43
васил тодоров филев,0.0,7.0,0.0,8.57
добрин добринов бяндов,0.0,7.0,0.0,8.57
бойко петев,0.0,7.0,0.0,8.86
гергана димитрова добрич,0.0,7.0,0.0,9.0
илза миткова чинкова,0.0,7.0,0.0,9.29
михаела кокинова,0.0,7.0,0.0,9.29
юлия чортленева,0.0,7.0,0.0,9.29
сабри мехмедали,0.0,7.0,0.0,9.43
виктория стоичкова,0.0,7.0,0.0,9.57
теменужка петрова петкова,0.0,7.0,0.0,9.71
даниел светозаров,0.0,7.0,0.0,10.0
олег немечкин,0.0,7.0,0.0,10.0
драгомир господинов,0.0,7.0,0.0,10.43
александър руменов ненков,0.0,7.0,0.0,10.57
йордан юлиянов кателиев,0.0,7.0,0.0,10.57
костадин нищелков,0.0,7.0,0.0,10.57
стилиана бобчева величие,0.0,7.0,0.0,11.43
христо грудев,0.0,7.0,0.0,11.43
генералгин,0.0,7.0,0.0,11.57
заячка,0.0,7.0,0.0,11.86
мирослав недев,0.0,7.0,0.0,11.86
димитър кинов стоянов,0.0,7.0,0.0,13.0
виктор йочев,0.0,7.0,0.0,13.29
борислав величков,0.0,7.0,0.0,13.57
абедин камбуров,0.0,7.0,0.0,14.14
фатима йълдъс,0.0,7.0,0.0,14.71
ирина любенова,0.0,7.0,0.0,15.71
витко здравков вълчев,0.0,7.0,0.0,16.57
нина борисова,0.0,7.0,0.0,16.57
георги стоянов хорозов,0.0,7.0,0.0,17.86
славчо гургулеев,0.0,7.0,0.0,22.29
черга бяло вино,0.0,7.0,0.0,34.71
герб сдс,0.0,7.0,0.0,44.14
васил коларов,0.0,7.0,0.0,47.29
избори 2022,0.0,7.0,0.0,52.29
данък калкулатор,0.0,7.0,0.0,58.71
пламен абровски,0.0,7.0,0.0,64.86
tsvetan hristov,0.0,7.0,0.0,94.0
надежда борисова колева-стойчева,0.0,6.0,0.0,1.5
"""николай денков денков"" ""register.cacbg.bg/2023""",0.0,6.0,0.0,3.0
цветан пенчев банчев,0.0,6.0,0.0,4.5
radoslav revanski,0.0,6.0,0.0,5.67
вяра тодева родена,0.0,6.0,0.0,5.83
дениз мусов алитов,0.0,6.0,0.0,6.0
"""2014bg16rfop002"" ""certified""",0.0,6.0,0.0,6.5
никол кемпес,0.0,6.0,0.0,6.5
драгомир здравков димитров,0.0,6.0,0.0,6.67
калоян тачев меч,0.0,6.0,0.0,6.83
петко тенев тенев,0.0,6.0,0.0,6.83
radost kirilova,0.0,6.0,0.0,7.33
детелина тараланска,0.0,6.0,0.0,7.33
иван десимиров кулин,0.0,6.0,0.0,7.33
николай балтаджиев,0.0,6.0,0.0,7.67
румяна любенова петрова прогресивна българия,0.0,6.0,0.0,8.0
чв,0.0,6.0,0.0,8.0
"""2014bg16rfop002"" pdf",0.0,6.0,0.0,8.17
milena marinova hristova,0.0,6.0,0.0,8.17
ани александрова-найденова,0.0,6.0,0.0,8.17
stefan vaskov,0.0,6.0,0.0,8.33
сашо ганов,0.0,6.0,0.0,8.33
стоян димитров чанев,0.0,6.0,0.0,8.33
красидара тошева,0.0,6.0,0.0,8.5
лъчезар димитров карадимов,0.0,6.0,0.0,8.5
румен миланов роден,0.0,6.0,0.0,8.5
габриел ботева,0.0,6.0,0.0,8.67
калоян ботев,0.0,6.0,0.0,8.67
християн султанов,0.0,6.0,0.0,8.83
александър тодоров меч,0.0,6.0,0.0,9.0
александър гагов,0.0,6.0,0.0,9.17
андрей стефанов живков,0.0,6.0,0.0,9.17
стефан йонков,0.0,6.0,0.0,9.17
stanislav iliev,0.0,6.0,0.0,9.33
георги делийски,0.0,6.0,0.0,9.33
кина атанасова,0.0,6.0,0.0,9.33
метин качан,0.0,6.0,0.0,9.33
надя спасова клисурска,0.0,6.0,0.0,9.33
файтин,0.0,6.0,0.0,9.33
венцислав петков меч,0.0,6.0,0.0,9.5
катя стайкова депутат,0.0,6.0,0.0,9.5
цецо миланов,0.0,6.0,0.0,9.5
христо симеонов прогресивна българия,0.0,6.0,0.0,9.67
евгени русев,0.0,6.0,0.0,10.0
петко ненков салчев,0.0,6.0,0.0,10.33
тинна борисова,0.0,6.0,0.0,10.33
тошко гяуров,0.0,6.0,0.0,10.33
евгени матинчев,0.0,6.0,0.0,10.5
тихомир маринов,0.0,6.0,0.0,10.5
николай чилингиров,0.0,6.0,0.0,10.67
николета кирилова кузманова,0.0,6.0,0.0,10.67
силвия манджукова,0.0,6.0,0.0,10.67
иван тодоров лалов,0.0,6.0,0.0,11.0
иво тенев димов,0.0,6.0,0.0,11.33
валентин алексиев николов,0.0,6.0,0.0,12.0
иван токаджиев,0.0,6.0,0.0,12.17
21.43/4.59,0.0,6.0,0.0,12.33
павел симеонов,0.0,6.0,0.0,14.33
иво русчев,0.0,6.0,0.0,14.67
милева димитрова владкова,0.0,6.0,0.0,15.17
красимир геров,0.0,6.0,0.0,15.5
виктор тенчев папазов,0.0,6.0,0.0,15.67
емил ганчев,0.0,6.0,0.0,16.33
илия шербетов,0.0,6.0,0.0,16.33
петър бойков витанов,0.0,6.0,0.0,17.0
станимир пеев,0.0,6.0,0.0,17.0
камелия джанабетска,0.0,6.0,0.0,17.5
венцислав йотов,0.0,6.0,0.0,17.83
