key,clicks,impressions,ctr,position
https://electionsbg.com/candidate/Марин Михайлов Тихомиров,6.0,32.0,0.1875,8.75
https://electionsbg.com/candidate/Коста Георгиев Батков,6.0,32.0,0.1875,11.12
https://electionsbg.com/candidate/Юлиян Александров Йовков,6.0,31.0,0.1935,5.03
https://electionsbg.com/candidate/Цветелина Ангелова Джелепова,6.0,31.0,0.1935,9.48
https://electionsbg.com/section/262500010,6.0,30.0,0.2,4.63
https://electionsbg.com/candidate/Ануш Езник Езегелян,6.0,30.0,0.2,6.77
https://electionsbg.com/candidate/Исмет Хасанов Османов,6.0,27.0,0.22219999999999998,6.04
https://electionsbg.com/section/042600001,6.0,27.0,0.22219999999999998,9.15
https://electionsbg.com/section/010300082,6.0,27.0,0.22219999999999998,9.7
https://electionsbg.com/candidate/Мария Ивова Михайлова/,6.0,26.0,0.23079999999999998,3.58
https://electionsbg.com/section/060800044,6.0,26.0,0.23079999999999998,5.38
https://electionsbg.com/candidate/Цветан Григоров Тодоров/,6.0,26.0,0.23079999999999998,5.46
https://electionsbg.com/candidate/Стефан Борисов Кралчев,6.0,24.0,0.25,8.54
https://electionsbg.com/candidate/Росица Славчева Каварджиева/,6.0,23.0,0.2609,8.26
https://electionsbg.com/candidate/Васил Димитров Теодосиев,6.0,22.0,0.2727,6.0
https://electionsbg.com/candidate/Сяро Драганов Сяров,6.0,22.0,0.2727,6.45
https://electionsbg.com/section/131900175,6.0,21.0,0.2857,4.48
https://electionsbg.com/candidate/Гьоксел Гюрсел Хюсеин/,6.0,21.0,0.2857,6.57
https://electionsbg.com/candidate/Небие Халил Хисар,6.0,20.0,0.3,5.5
https://electionsbg.com/section/131900168,6.0,19.0,0.31579999999999997,3.0
https://electionsbg.com/candidate/Християн Елвис Христов,6.0,19.0,0.31579999999999997,3.16
https://electionsbg.com/candidate/Десислава Димитрова Котрабакова,6.0,18.0,0.3333,2.78
https://electionsbg.com/sections/36943,6.0,18.0,0.3333,4.61
https://electionsbg.com/sections/78029,6.0,18.0,0.3333,4.61
https://electionsbg.com/candidate/Синан Рейханов Хебибов/,6.0,18.0,0.3333,5.06
https://electionsbg.com/candidate/Хасан Бейдат Рамуш,6.0,17.0,0.3529,2.65
https://electionsbg.com/candidate/Румяна Красимирова Хасанова,6.0,17.0,0.3529,4.76
https://electionsbg.com/candidate/Пенка Цанева Ладжова,6.0,16.0,0.375,1.75
https://electionsbg.com/candidate/Вълчо Игнатов Златанов/,6.0,16.0,0.375,4.81
https://electionsbg.com/candidate/Максим Колев Дренчев,6.0,15.0,0.4,2.4
https://electionsbg.com/section/131900177,6.0,15.0,0.4,2.53
https://electionsbg.com/section/131900163,6.0,15.0,0.4,9.8
https://electionsbg.com/section/172600043,6.0,15.0,0.4,30.67
https://electionsbg.com/candidate/Десимир Маринов Стоянов,6.0,14.0,0.4286,2.21
https://electionsbg.com/candidate/Дияна Валентинова Карамфилова,6.0,14.0,0.4286,2.79
https://electionsbg.com/candidate/Кирил Йосифов Василев,6.0,13.0,0.46149999999999997,5.85
https://electionsbg.com/candidate/Суат Бирол Али,6.0,11.0,0.5455,4.73
https://electionsbg.com/candidate/Владимир Недялков Вонев/,6.0,10.0,0.6,2.7
https://electionsbg.com/candidate/Любомир Иванов Любенов,6.0,10.0,0.6,4.7
https://electionsbg.com/candidate/Анко Александров Петков,6.0,9.0,0.6667000000000001,4.33
https://electionsbg.com/person/rumen-borislavov-tsvetkov-d3499f,6.0,8.0,0.75,3.5
https://electionsbg.com/candidate/Христо Димов Желев,6.0,8.0,0.75,7.62
https://electionsbg.com/candidate/Гюнай Мюмюнов Далоолу,5.0,885.0,0.005600000000000001,10.71
https://electionsbg.com/product/zahar-emona-1kg,5.0,136.0,0.0368,8.25
https://electionsbg.com/candidate/Недялко Петков Недялков,5.0,122.0,0.040999999999999995,6.93
https://electionsbg.com/sections/30332,5.0,116.0,0.0431,5.86
https://electionsbg.com/candidate/Димитър Ивайлов Павлов,5.0,82.0,0.061,6.5
https://electionsbg.com/section/010200007,5.0,77.0,0.0649,6.53
https://electionsbg.com/candidate/Чавдар Йорданов Герасимов,5.0,71.0,0.0704,10.38
https://electionsbg.com/candidate/Милен Стойчев Делийски,5.0,70.0,0.07139999999999999,8.67
https://electionsbg.com/candidate/Даниела Николова Николова-Кършева/,5.0,68.0,0.0735,6.88
https://electionsbg.com/candidate/Венцислав Венциславов Зашев,5.0,68.0,0.0735,10.35
https://electionsbg.com/section/131900085,5.0,61.0,0.08199999999999999,6.85
https://electionsbg.com/candidate/Красимир Цанков Дончев,5.0,61.0,0.08199999999999999,7.9
https://electionsbg.com/candidate/Николай Атанасов Стоилов,5.0,59.0,0.08470000000000001,6.2
https://electionsbg.com/candidate/Александър Ервантов Арамов,5.0,57.0,0.0877,9.0
https://electionsbg.com/section/293300010,5.0,57.0,0.0877,35.82
https://electionsbg.com/candidate/Здравко Александров Огнянов,5.0,56.0,0.08929999999999999,6.09
https://electionsbg.com/candidate/Сирма Любомирова Денчева-Георгиева,5.0,55.0,0.0909,6.78
https://electionsbg.com/candidate/Бойко Велиславов Пъдарски/,5.0,52.0,0.0962,5.13
https://electionsbg.com/candidate/Кирил Петров Алексов,5.0,48.0,0.1042,12.27
https://electionsbg.com/section/254624010,5.0,44.0,0.11359999999999999,7.77
https://electionsbg.com/candidate/Светослав Тодоров Йорданов,5.0,43.0,0.11630000000000001,10.7
https://electionsbg.com/sections/04234,5.0,43.0,0.11630000000000001,44.49
https://electionsbg.com/section/010200009,5.0,41.0,0.122,4.76
https://electionsbg.com/candidate/Томи Константинов Каракостов,5.0,41.0,0.122,5.83
https://electionsbg.com/candidate/Евгени Йорданов Божилов,5.0,40.0,0.125,4.12
https://electionsbg.com/section/262000007,5.0,40.0,0.125,6.38
https://electionsbg.com/section/272700009,5.0,38.0,0.1316,6.58
https://electionsbg.com/section/042800089,5.0,37.0,0.1351,6.62
https://electionsbg.com/candidate/Добромир Деянов Георгиев,5.0,37.0,0.1351,6.97
https://electionsbg.com/candidate/Мирела Стефанова Даскалова/,5.0,36.0,0.1389,5.19
https://electionsbg.com/officials/petr-velkov-kostadinov-c2638e/,5.0,35.0,0.1429,5.03
https://electionsbg.com/candidate/Тодор Йорданов Тодоров,5.0,35.0,0.1429,6.83
https://electionsbg.com/sections/03366,5.0,35.0,0.1429,7.14
https://electionsbg.com/candidate/Цветомир Бойков Пейков,5.0,34.0,0.1471,3.29
https://electionsbg.com/candidate/Нези Нези Карахасан/,5.0,34.0,0.1471,3.82
https://electionsbg.com/section/131900018,5.0,34.0,0.1471,5.18
https://electionsbg.com/section/264500004,5.0,33.0,0.1515,4.64
https://electionsbg.com/section/014400003,5.0,33.0,0.1515,8.03
https://electionsbg.com/section/261700013,5.0,32.0,0.1562,59.09
https://electionsbg.com/candidate/Десислава Наскова Митова/,5.0,31.0,0.1613,6.29
https://electionsbg.com/candidate/Цветан Стоименов Ночев/,5.0,31.0,0.1613,7.97
https://electionsbg.com/candidate/Илчо Коев Боев,5.0,29.0,0.1724,11.14
https://electionsbg.com/person/galin-georgiev-gakev-518910,5.0,28.0,0.17859999999999998,4.64
https://electionsbg.com/section/234616001,5.0,28.0,0.17859999999999998,7.25
https://electionsbg.com/candidate/Николай Лазаров Бадев,5.0,27.0,0.1852,4.81
