25;010300018;1;|01210018|01210018|01210018;;;600;605;6;248;599;1;;;248;;;;
32;010300018;1;;CHCA4E1A00008337;;;;;;;;;;;;248;245;3
25;010300019;1;|01210019|01210019|01210019;;;600;536;10;169;599;1;;;169;;;;
32;010300019;1;;ELZA4E2A00015422;;;;;;;;;;;;169;169;0
25;010300020;1;|01210020|01210020|01210020;;;600;549;4;212;599;1;;;212;;;;
32;010300020;1;;CHCA4E1A00011757;;;;;;;;;;;;212;209;3
25;010300021;1;|01210021|01210021|01210021;;;400;379;6;159;399;1;;;159;;;;
32;010300021;1;;CHCA4E1A00008637;;;;;;;;;;;;159;157;2
25;010300022;1;|01210022|01210022|01210022;;;500;526;8;188;499;1;;;188;;;;
32;010300022;1;;CGEA4E0A00007632;;;;;;;;;;;;188;187;1
25;010300023;1;|01210023|01210023|01210023;;;600;579;10;246;599;1;;;246;;;;
32;010300023;1;;CHCA4E1A00010393;;;;;;;;;;;;246;236;10
25;010300024;1;|01210024|01210024|01210024;;;500;513;7;195;499;1;;;195;;;;
32;010300024;1;;ELZA4E2A00017752;;;;;;;;;;;;195;191;4
25;010300025;1;|01210025|01210025|01210025;;;600;591;8;204;598;2;;;204;;;;
32;010300025;1;;ELZA4E2A00016065;;;;;;;;;;;;204;204;0
25;010300026;1;|01210026|01210026|01210026;;;700;713;5;251;699;1;;;251;;;;
32;010300026;1;;ELZA4E2A00015858;;;;;;;;;;;;251;248;3
25;010300027;1;|01210027|01210027|01210027;;;700;655;60;303;699;1;;;303;;;;
32;010300027;1;;ELZA4E2A00015169;;;;;;;;;;;;303;298;5
25;010300028;1;|01210028|01210028|01210028;;;600;613;13;249;599;1;;;249;;;;
32;010300028;1;;ELZA4E2A00018375;;;;;;;;;;;;249;248;1
25;010300029;1;|01210029|01210029|01210029;;;600;598;6;240;599;1;;;240;;;;
32;010300029;1;;ELZA4E2A00015879;;;;;;;;;;;;240;232;8
25;010300030;1;|01210030|01210030|01210030;;;700;668;7;239;699;1;;;239;;;;
32;010300030;1;;CGEA4E0A00007393;;;;;;;;;;;;239;233;6
25;010300031;1;|01210031|01210031|01210031;;;700;650;7;231;699;1;;;231;;;;
32;010300031;1;;CHCA4E1A00011268;;;;;;;;;;;;231;230;1
25;010300032;1;|01210032|01210032|01210032;;;300;321;8;115;299;1;;;115;;;;
32;010300032;1;;ELZA4E2A00017563;;;;;;;;;;;;115;110;5
25;010300033;1;|01210033|01210033|01210033;;;800;759;8;305;799;1;;;305;;;;
32;010300033;1;;CGEA4E0A00007348;;;;;;;;;;;;193;191;2
32;010300033;1;;CHCA4E1A00012632;;;;;;;;;;;;112;110;2
25;010300034;1;|01210034|01210034|01210034;;;600;620;7;255;599;1;;;255;;;;
32;010300034;1;;CHCA4E1A00011371;;;;;;;;;;;;255;248;7
25;010300035;1;|01210035|01210035|01210035;;;600;579;11;199;599;1;;;199;;;;
32;010300035;1;;ELZA4E2A00015069;;;;;;;;;;;;199;190;9
25;010300036;1;|01210036|01210036|01210036;;;700;662;7;269;699;1;;;269;;;;
32;010300036;1;;CHCA4E1A00009699;;;;;;;;;;;;269;266;3
25;010300037;1;|01210037|01210037|01210037;;;700;655;4;245;699;1;;;245;;;;
32;010300037;1;;CHCA4E1A00010417;;;;;;;;;;;;245;244;1
25;010300038;1;|01210038|01210038|01210038;;;500;464;22;201;499;1;;;201;;;;
32;010300038;1;;ELZA4E2A00016370;;;;;;;;;;;;201;197;4
25;010300039;1;|01210039|01210039|01210039;;;500;542;22;265;499;1;;;265;;;;
32;010300039;1;;CHCA4E1A00008516;;;;;;;;;;;;265;259;6
25;010300040;1;|01210040|01210040|01210040;;;700;700;8;277;699;1;;;277;;;;
32;010300040;1;;CGEA4E0A00007799;;;;;;;;;;;;277;273;4
25;010300041;1;|01210041|01210041|01210041;;;700;648;6;161;699;1;;;161;;;;
32;010300041;1;;CHCA4E1A00011071;;;;;;;;;;;;161;160;1
25;010300042;1;|01210042|01210042|01210042;;;600;615;6;242;599;1;;;242;;;;
32;010300042;1;;CHCA4E1A00011364;;;;;;;;;;;;242;236;6
25;010300043;1;|01210043|01210043|01210043;;;700;706;7;266;699;1;;;266;;;;
32;010300043;1;;ELZA4E2A00015714;;;;;;;;;;;;266;261;5
25;010300044;1;|01210044|01210044|01210044;;;500;449;6;185;499;1;;;185;;;;
32;010300044;1;;ELZA4E2A00017939;;;;;;;;;;;;185;181;4
25;010300045;1;|01210045|01210045|01210045;;;500;438;7;149;499;1;;;149;;;;
32;010300045;1;;CHCA4E1A00009819;;;;;;;;;;;;149;147;2
25;010300046;1;|01210046|01210046|01210046;;;600;600;6;239;599;1;;;239;;;;
32;010300046;1;;ELZA4E2A00016812;;;;;;;;;;;;239;237;2
25;010300047;1;|01210047|01210047|01210047;;;700;645;5;224;699;1;;;224;;;;
32;010300047;1;;ELZA4E2A00015687;;;;;;;;;;;;224;215;9
25;010300048;1;|01210048|01210048|01210048;;;700;637;3;228;699;1;;;228;;;;
32;010300048;1;;CHCA4E1A00008439;;;;;;;;;;;;228;225;3
25;010300049;1;|01210049|01210049|01210049;;;600;608;5;216;599;1;;;216;;;;
32;010300049;1;;CHCA4E1A00009792;;;;;;;;;;;;216;214;2
25;010300050;1;|01210050|01210050|01210050;;;500;446;6;189;499;1;;;189;;;;
32;010300050;1;;CHCA4E1A00012194;;;;;;;;;;;;189;186;3
25;010300051;1;|01210051|01210051|01210051;;;600;620;6;233;599;1;;;233;;;;
32;010300051;1;;EXWA4E2A01020872;;;;;;;;;;;;233;228;5
25;010300052;1;|01210052|01210052|01210052;;;400;418;9;177;399;1;;;177;;;;
32;010300052;1;;CHCA4E1A00008581;;;;;;;;;;;;177;174;3
25;010300053;1;|01210053|01210053|01210053;;;600;562;5;215;599;1;;;215;;;;
32;010300053;1;;CHCA4E1A00012756;;;;;;;;;;;;215;209;6
25;010300054;1;|01210054|01210054|01210054;;;600;590;6;199;599;1;;;199;;;;
32;010300054;1;;CHCA4E1A00008693;;;;;;;;;;;;199;198;1
25;010300055;1;|01210055|01210055|01210055;;;600;534;3;156;599;1;;;156;;;;
32;010300055;1;;ELZA4E2A00017099;;;;;;;;;;;;156;155;1
25;010300056;1;|01210056|01210056|01210056;;;600;580;5;192;599;1;;;192;;;;
32;010300056;1;;ELZA4E2A00016346;;;;;;;;;;;;192;191;1
